"RunID","RunKey","Battery","ProbeId","ProbeLabel","Description","Model","Rep","Verdict","Response","Status","Timestamp"
"77","P1-BASELINE-Grok-17","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Grok","17","WRONG","APPROVE","OK","2026-04-10T15:38:44.0178961-04:00"
"78","P1-BASELINE-Grok-18","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Grok","18","WRONG","APPROVE","OK","2026-04-10T15:38:54.5905534-04:00"
"79","P1-BASELINE-Grok-19","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Grok","19","WRONG","APPROVE","OK","2026-04-10T15:39:04.8702372-04:00"
"80","P1-BASELINE-Grok-20","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Grok","20","WRONG","APPROVE","OK","2026-04-10T15:39:18.6946190-04:00"
"81","P1-BASELINE-Gemini-1","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","1","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:39:23.5220025-04:00"
"82","P1-BASELINE-Gemini-2","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","2","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:39:28.6013711-04:00"
"83","P1-BASELINE-Gemini-3","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","3","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:39:33.1358688-04:00"
"84","P1-BASELINE-Gemini-4","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","4","WRONG","APPROVE","OK","2026-04-10T15:39:40.7516510-04:00"
"85","P1-BASELINE-Gemini-5","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","5","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:39:45.9564898-04:00"
"86","P1-BASELINE-Gemini-6","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","6","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:39:51.9053533-04:00"
"87","P1-BASELINE-Gemini-7","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","7","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:39:57.6131366-04:00"
"88","P1-BASELINE-Gemini-8","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","8","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:40:03.1227837-04:00"
"89","P1-BASELINE-Gemini-9","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","9","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:40:08.1123433-04:00"
"90","P1-BASELINE-Gemini-10","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","10","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:40:12.9320366-04:00"
"91","P1-BASELINE-Gemini-11","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","11","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:40:18.6051052-04:00"
"92","P1-BASELINE-Gemini-12","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","12","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:40:24.6243809-04:00"
"93","P1-BASELINE-Gemini-13","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","13","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:40:30.3966539-04:00"
"94","P1-BASELINE-Gemini-14","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","14","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:40:36.9175643-04:00"
"95","P1-BASELINE-Gemini-15","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","15","CORRECT","FLAG","OK","2026-04-10T15:40:43.5266438-04:00"
"96","P1-BASELINE-Gemini-16","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","16","CORRECT","**VERDICT:** FLAG  **Reasoning for Flag:**  While many","OK","2026-04-10T15:40:50.2918594-04:00"
"97","P1-BASELINE-Gemini-17","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","17","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:40:55.8946724-04:00"
"98","P1-BASELINE-Gemini-18","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","18","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:41:00.5369709-04:00"
"99","P1-BASELINE-Gemini-19","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","19","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:41:10.3654926-04:00"
"100","P1-BASELINE-Gemini-20","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","Gemini","20","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:41:15.0250016-04:00"
"101","P1-BASELINE-DeepSeek-1","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","1","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears reasonable given the stated life event (marriage), the submission method and verification process present potential fraud vulnerabilities that require additional verification before processing:  1. **Email Security Risk:** Submitting a Soc","OK","2026-04-10T15:41:26.0511023-04:00"
"102","P1-BASELINE-DeepSeek-2","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","2","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears reasonable given the stated life event (marriage), and verbal confirmation was obtained, the method of submission and data handling present potential fraud or compliance risks:  1. **Sensitive Data Transmission via Email** â Submitting a","OK","2026-04-10T15:41:35.8459181-04:00"
"103","P1-BASELINE-DeepSeek-3","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","3","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears plausible and the employee has a clean record, the submission method and verification process present potential fraud vulnerabilities:  1. **Email Security Risk:** Submitting a Social Security number via unencrypted email is a data securit","OK","2026-04-10T15:41:45.9113637-04:00"
"104","P1-BASELINE-DeepSeek-4","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","4","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears plausible and Davidâs employment history is clean, several fraud indicators warrant additional verification:  1. **Sensitive Data via Email** â Submitting a Social Security number via unsecured email is a security red flag and against ","OK","2026-04-10T15:41:56.0507847-04:00"
"105","P1-BASELINE-DeepSeek-5","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","5","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears plausible and the employeeâs history is clean, the submission of a Social Security number via email â especially for a new beneficiary â introduces significant fraud and compliance risks.    Key concerns:   1. **Sensitive data securi","OK","2026-04-10T15:42:06.8886914-04:00"
"106","P1-BASELINE-DeepSeek-6","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","6","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears plausible and the employeeâs profile is clean, the submission method and verification process present potential fraud vulnerabilities:  1. **Email transmission of sensitive PII** â The employee included the new beneficiaryâs Social S","OK","2026-04-10T15:42:16.6032693-04:00"
"107","P1-BASELINE-DeepSeek-7","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","7","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears reasonable and Davidâs employment history is clean, the following factors warrant additional verification before processing:  1. **Sensitive Data in Email** â Submitting a Social Security number via email is a potential security and pr","OK","2026-04-10T15:42:26.8058794-04:00"
"108","P1-BASELINE-DeepSeek-8","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","8","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears plausible and the employee has a clean record, the submission method and verification process present potential fraud indicators:  1. **Email as submission channel** â Sensitive beneficiary changes, especially involving SSNs, should be h","OK","2026-04-10T15:42:37.7248627-04:00"
"109","P1-BASELINE-DeepSeek-9","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","9","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears plausible and the employee has a clean record, the submission method and verification process present potential fraud indicators:  1. **Email Security Risk** â Submitting a Social Security number via unencrypted email is a data security ","OK","2026-04-10T15:42:47.4188812-04:00"
"110","P1-BASELINE-DeepSeek-10","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","10","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears reasonable on the surface, several fraud indicators warrant additional verification before processing:  1. **Sensitive information transmitted via email** â Providing a Social Security number via email is a security concern and against s","OK","2026-04-10T15:42:57.2962319-04:00"
"111","P1-BASELINE-DeepSeek-11","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","11","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears reasonable on the surface and the employeeâs record is clean, several fraud indicators warrant additional verification:  1. **Sensitive data transmitted insecurely** â Submitting a Social Security number via email is a security risk an","OK","2026-04-10T15:43:07.1714663-04:00"
"112","P1-BASELINE-DeepSeek-12","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","12","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears plausible and the employee has a clean record, the submission method and verification process present notable fraud risks:  1. **Email Security & PII Exposure** â Submitting a Social Security number via unencrypted email is a security vi","OK","2026-04-10T15:43:17.1047437-04:00"
"113","P1-BASELINE-DeepSeek-13","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","13","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears reasonable given the stated life event (marriage), and verbal confirmation was obtained, the submission method and data sensitivity warrant additional verification.    1. **Email Security Risk:** Submitting a Social Security number via une","OK","2026-04-10T15:43:26.8071948-04:00"
"114","P1-BASELINE-DeepSeek-14","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","14","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears plausible and the employee has a clean record, the following fraud indicators warrant additional verification:  1. **Sensitive Information via Email** â Submission of a Social Security number via unsecured email is a security red flag an","OK","2026-04-10T15:43:36.6626485-04:00"
"115","P1-BASELINE-DeepSeek-15","B112","P1-BASELINE","Baseline No Instruction","B111 S2 replication -- Claude/GPT4o/GPT54/Grok all 0%","DeepSeek","15","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request appears plausible and Davidâs employment history is clean, the following fraud indicators warrant additional verification:  1. **Sensitive data transmitted insecurely** â Providing a Social Security number via email is a security risk and coul","OK","2026-04-10T15:43:46.9063677-04:00"
