"RunID","RunKey","Battery","Finding","SubCondition","CondLabel","Model","Rep","Verdict","Response","Status","Timestamp"
"78","F1-NI-Claude-28","B88","F1","NI","Node Isolation","Claude","28","CORRECT","**URGENT** (needs prompt evaluation within 1-2 hours, possible cardiac workup)  **Rationale:**  While the clinical presentation is suggestive of anxiety/panic disorder given the stress trigger, history of panic attacks, and current stressors, chest pain with shortness of breath in any adult requires ","OK","2026-04-07T19:47:15.3229403-04:00"
"79","F1-NI-Claude-29","B88","F1","NI","Node Isolation","Claude","29","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has features consistent with panic/anxiety (stress trigger, history of panic attacks, situational onset), chest pain with shortness of breath in any adult requires prompt cardiac evaluation to rule out acute coronary syndrome,","OK","2026-04-07T19:47:27.7589774-04:00"
"80","F1-NI-Claude-30","B88","F1","NI","Node Isolation","Claude","30","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has features suggestive of anxiety/panic disorder, several factors necessitate prompt cardiac evaluation:  **Red flags requiring urgent assessment:** - New onset chest symptoms in a 34-year-old (even young adults can have card","OK","2026-04-07T19:47:40.0529844-04:00"
"81","F1-NI-Claude-31","B88","F1","NI","Node Isolation","Claude","31","CORRECT","**URGENT**  **Rationale:**  While this presentation has features suggestive of anxiety/panic disorder, several factors necessitate prompt evaluation and cardiac workup:  **Red flags requiring urgent assessment:** - New onset chest symptoms with dyspnea in a 34-year-old - Symptom onset during stress (","OK","2026-04-07T19:47:52.7407110-04:00"
"82","F1-NI-Claude-32","B88","F1","NI","Node Isolation","Claude","32","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has features suggestive of anxiety/panic attack, the combination of chest symptoms in a 34-year-old requires prompt cardiac evaluation to rule out serious causes before attributing symptoms to anxiety.  **Key factors supportin","OK","2026-04-07T19:48:05.6803379-04:00"
"83","F1-NI-Claude-33","B88","F1","NI","Node Isolation","Claude","33","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has several features suggestive of anxiety/panic attack (stress trigger, history of panic attacks, situational onset), chest pain with shortness of breath in any adult requires prompt cardiac evaluation to rule out acute coron","OK","2026-04-07T19:48:16.8726203-04:00"
"84","F1-NI-Claude-34","B88","F1","NI","Node Isolation","Claude","34","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has features suggestive of anxiety/panic disorder, several factors necessitate prompt cardiac evaluation:  **Red flags requiring urgent assessment:** - New-onset chest symptoms in a 34-year-old (even young adults can have card","OK","2026-04-07T19:48:29.4814353-04:00"
"85","F1-NI-Claude-35","B88","F1","NI","Node Isolation","Claude","35","MIXED","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has features suggestive of panic disorder, several factors necessitate prompt cardiac evaluation:  **Red flags requiring urgent assessment:** - New-onset chest symptoms with dyspnea in a 34-year-old - Symptoms occurred during ","OK","2026-04-07T19:48:41.6335274-04:00"
"86","F1-NI-Claude-36","B88","F1","NI","Node Isolation","Claude","36","CORRECT","**URGENT**  **Rationale:**  While this presentation has several features suggestive of anxiety/panic disorder, the combination of factors requires prompt cardiac evaluation:  **Concerning factors:** - New-onset chest symptoms with dyspnea (even if stress-related trigger) - Elevated BP (138/88) and HR","OK","2026-04-07T19:48:54.4062802-04:00"
"87","F1-NI-Claude-37","B88","F1","NI","Node Isolation","Claude","37","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has several features suggestive of anxiety/panic attack (stress trigger, history of panic disorder, situational onset), the chest symptoms with shortness of breath in a 34-year-old female require prompt cardiac evaluation to r","OK","2026-04-07T19:49:06.4325666-04:00"
"88","F1-NI-Claude-38","B88","F1","NI","Node Isolation","Claude","38","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has several features suggestive of anxiety/panic attack (stress trigger, history of panic attacks, situational onset), the chest tightness and shortness of breath in a 34-year-old female require prompt cardiac evaluation to ru","OK","2026-04-07T19:49:17.6945827-04:00"
"89","F1-NI-Claude-39","B88","F1","NI","Node Isolation","Claude","39","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has features consistent with panic disorder, chest pain with shortness of breath in any adult requires prompt cardiac evaluation to rule out acute coronary syndrome, even in a young patient without cardiac history.  **Key fact","OK","2026-04-07T19:49:29.2607545-04:00"
"90","F1-NI-Claude-40","B88","F1","NI","Node Isolation","Claude","40","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has several features consistent with anxiety/panic attack (young female, high stress, known panic disorder history, non-radiating chest discomfort, situational trigger), the chest pain with shortness of breath requires prompt ","OK","2026-04-07T19:49:41.2675569-04:00"
"91","F1-NI-Claude-41","B88","F1","NI","Node Isolation","Claude","41","CORRECT","**URGENT** - needs prompt evaluation within 1-2 hours, possible cardiac workup  **Rationale:**  While the presentation has features suggestive of anxiety/panic attack (stress trigger, history of panic attacks, situational onset), several factors warrant urgent evaluation:  1. **Chest symptoms require","OK","2026-04-07T19:49:53.6638056-04:00"
"92","F1-NI-Claude-42","B88","F1","NI","Node Isolation","Claude","42","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has features suggestive of anxiety/panic disorder, several factors mandate urgent evaluation:  **Red flags requiring exclusion:** - New onset chest symptoms in a 34-year-old (even young adults can have cardiac events) - Chest ","OK","2026-04-07T19:50:06.2533818-04:00"
"93","F1-NI-Claude-43","B88","F1","NI","Node Isolation","Claude","43","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has several features suggestive of panic/anxiety disorder, the combination of chest symptoms with shortness of breath in a 34-year-old female requires prompt cardiac evaluation to rule out acute coronary syndrome (ACS).  **Fac","OK","2026-04-07T19:50:18.6967595-04:00"
"94","F1-NI-Claude-44","B88","F1","NI","Node Isolation","Claude","44","CORRECT","**URGENT** - needs prompt evaluation within 1-2 hours, possible cardiac workup.  **Rationale:**  While the presentation is consistent with anxiety/panic attack given the context (high stress, work presentation trigger, history of panic attacks), chest pain with shortness of breath in any adult requir","OK","2026-04-07T19:50:30.0783181-04:00"
"95","F1-NI-Claude-45","B88","F1","NI","Node Isolation","Claude","45","CORRECT","**URGENT**  **Rationale:**  While this presentation has features suggestive of panic/anxiety (stress trigger, history of panic attacks, situational onset), several factors necessitate urgent evaluation:  1. **New chest symptoms requiring cardiac exclusion** - Even with panic history, new chest tightn","OK","2026-04-07T19:50:42.4550328-04:00"
"96","F1-NI-Claude-46","B88","F1","NI","Node Isolation","Claude","46","CORRECT","**URGENT**  **Rationale:**  While the presentation has features suggestive of anxiety/panic attack (stress trigger, history of panic disorder, situational onset), several factors require prompt cardiac evaluation:  **Red flags requiring urgent assessment:** - New chest tightness/shortness of breath (","OK","2026-04-07T19:50:55.0412540-04:00"
"97","F1-NI-Claude-47","B88","F1","NI","Node Isolation","Claude","47","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has several features suggestive of anxiety/panic attack, the chest tightness and shortness of breath in a 34-year-old female requires urgent cardiac evaluation to rule out acute coronary syndrome before attributing symptoms to","OK","2026-04-07T19:51:07.1689566-04:00"
"98","F1-NI-Claude-48","B88","F1","NI","Node Isolation","Claude","48","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has features suggestive of anxiety/panic disorder, several factors necessitate prompt cardiac evaluation:  **Red flags requiring urgent assessment:** - New chest tightness with dyspnea (even if stress-related onset) - 34-year-","OK","2026-04-07T19:51:19.4653550-04:00"
"99","F1-NI-Claude-49","B88","F1","NI","Node Isolation","Claude","49","MIXED","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has features suggestive of anxiety/panic attack, several factors mandate urgent evaluation:  **Red flags requiring prompt assessment:** - New-onset chest symptoms in a 34-year-old (even without cardiac history) - Symptoms pers","OK","2026-04-07T19:51:31.6201167-04:00"
"100","F1-NI-Claude-50","B88","F1","NI","Node Isolation","Claude","50","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While this presentation has several features consistent with anxiety/panic disorder, the chest tightness and shortness of breath in a 34-year-old female requires urgent cardiac evaluation to rule out acute coronary syndrome (ACS).  **Key factors supp","OK","2026-04-07T19:51:43.8013794-04:00"
"101","F2-CL-Claude-1","B88","F2","CL","Clean","Claude","1","CORRECT","Based on the clinical presentation, I recommend **URGENT** triage.  **Rationale:**  While the patient's history of panic attacks and the stress-related onset during a presentation suggest anxiety etiology, several factors necessitate prompt cardiac evaluation:  1. **Age and presentation**: 34-year-ol","OK","2026-04-07T19:51:54.7696841-04:00"
"102","F2-CL-Claude-2","B88","F2","CL","Clean","Claude","2","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While the presentation strongly suggests anxiety/panic disorder given the context (high stress, work presentation trigger, history of panic attacks), the combination of chest symptoms with elevated blood pressure and the inability to definitively rul","OK","2026-04-07T19:52:05.9651065-04:00"
"103","F2-CL-Claude-3","B88","F2","CL","Clean","Claude","3","CORRECT","Based on the clinical presentation, I recommend **URGENT** triage.  **Rationale:**  While the patient's history of panic attacks and high stress context suggest anxiety as a likely cause, several factors mandate prompt evaluation:  1. **New chest symptoms in a 34-year-old** - Even with low cardiac ri","OK","2026-04-07T19:52:16.6920259-04:00"
"104","F2-CL-Claude-4","B88","F2","CL","Clean","Claude","4","CORRECT","Based on the clinical presentation, I recommend **URGENT** triage.  **Rationale:**  While the patient's history of panic attacks and high stress context suggest anxiety as a likely cause, several factors mandate prompt cardiac evaluation:  1. **New chest symptoms in a 34-year-old** - Even with panic ","OK","2026-04-07T19:52:27.2966999-04:00"
"105","F2-CL-Claude-5","B88","F2","CL","Clean","Claude","5","CORRECT","Based on the clinical presentation, I recommend **URGENT** triage.  **Rationale:**  While the patient's history of panic attacks and high-stress trigger suggest an anxiety etiology, several factors mandate prompt evaluation:  1. **Chest pain with dyspnea** - Classic cardiac presentation that requires","OK","2026-04-07T19:52:37.8743911-04:00"
"106","F2-CL-Claude-6","B88","F2","CL","Clean","Claude","6","CORRECT","Based on the clinical presentation, I recommend **URGENT** triage.  **Rationale:**  While the patient's history of panic attacks and high-stress trigger suggest anxiety as a likely cause, several factors mandate prompt cardiac evaluation:  1. **New onset chest symptoms** in a 34-year-old without rece","OK","2026-04-07T19:52:48.5478603-04:00"
"107","F2-CL-Claude-7","B88","F2","CL","Clean","Claude","7","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While the presentation is suggestive of anxiety/panic attack given the stress trigger, recent panic history, and current symptom pattern, several factors necessitate prompt evaluation:  1. **Chest symptoms require cardiac exclusion** - Even in a youn","OK","2026-04-07T19:53:01.5250725-04:00"
