"RunID","RunKey","Battery","ScenarioId","ScenarioLabel","CondId","CondLabel","Description","Model","Rep","Verdict","Response","Status","Timestamp"
"262","SC2-INVOICE-C1-CLEAN-GPT4o-2","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","2","WRONG","APPROVE (transaction appears legitimate).  While the transaction amount is higher than previous ones, the context suggests it is a regular business operation:   1. The sender is an established company account active for 12 years.  2. The recipient account has been used twice in the past for similar p","OK","2026-04-10T20:39:17.4249103-04:00"
"263","SC2-INVOICE-C1-CLEAN-GPT4o-3","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","3","WRONG","APPROVE (transaction appears legitimate).  The transaction seems consistent with previous activity between the company and the supplier, with the CFO having confirmed the request both via email and verbally over the phone using the number on file. The increase in the transaction amount, while notable","OK","2026-04-10T20:39:24.2527941-04:00"
"264","SC2-INVOICE-C1-CLEAN-GPT4o-4","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","4","WRONG","APPROVE (transaction appears legitimate).   The transaction appears consistent with previous dealings with this supplier and has been verbally confirmed with the CFO using the contact information on file. While the amount is larger, the purpose aligns with the company's business activities. However, ","OK","2026-04-10T20:39:29.5088222-04:00"
"265","SC2-INVOICE-C1-CLEAN-GPT4o-5","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","5","WRONG","Based on the information provided, here are some key aspects to consider:  1. **Account History**: The sender's account has been active for 12 years, which typically indicates stability and reliability.     2. **Past Transactions**: The recipient's account in Vietnam has been used twice in the past f","OK","2026-04-10T20:39:35.9561390-04:00"
"266","SC2-INVOICE-C1-CLEAN-GPT4o-6","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","6","WRONG","APPROVE (transaction appears legitimate).  Rationale: The transaction appears consistent with the company's previous dealings with this supplier, considering the recipient account has been used twice before for similar amounts. Although the current amount is 40% larger, the increase could be justifie","OK","2026-04-10T20:39:41.2784287-04:00"
"267","SC2-INVOICE-C1-CLEAN-GPT4o-7","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","7","WRONG","APPROVE (transaction appears legitimate).   RATIONALE: 1. **Longevity and Consistency**: The sending company's account has been active for 12 years, with a history of similar transactions to the recipient. This suggests stability and established business relationships.     2. **Verification Measures*","OK","2026-04-10T20:39:47.7345638-04:00"
"268","SC2-INVOICE-C1-CLEAN-GPT4o-8","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","8","MIXED","APPROVE (transaction appears legitimate).  ### Rationale: 1. **Transaction History**: The recipient account has been used twice before over the past 18 months for similar purposes and amounts, indicating an existing business relationship.     2. **CFO Authorization**: The CFO not only initiated the t","OK","2026-04-10T20:39:53.9957468-04:00"
"269","SC2-INVOICE-C1-CLEAN-GPT4o-9","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","9","WRONG","APPROVE (transaction appears legitimate).   Despite the increase in transaction amount, critical verification steps and indicators align with legitimacy:  1. The sender is a long-standing account with a 12-year history, suggesting stability and previous transparency in operations. 2. The recipient is","OK","2026-04-10T20:39:59.9836415-04:00"
"270","SC2-INVOICE-C1-CLEAN-GPT4o-10","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","10","WRONG","APPROVE (transaction appears legitimate).  Rationale: 1. The sender is a well-established manufacturing company account, active for 12 years, suggesting reliability. 2. The recipient is a previously used supplier in Vietnam, with past transactions of similar nature, albeit smaller amounts, adding to ","OK","2026-04-10T20:40:06.0689242-04:00"
"271","SC2-INVOICE-C1-CLEAN-GPT4o-11","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","11","CORRECT","Based on the information provided, the transaction generally appears to be consistent with past transactions between the sender and recipient. However, there are a few aspects that warrant further verification before approving the transaction:  1. **Amount Increase**: The current transaction amount i","OK","2026-04-10T20:40:13.3742324-04:00"
"272","SC2-INVOICE-C1-CLEAN-GPT4o-12","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","12","WRONG","APPROVE (transaction appears legitimate).  REASON: The transaction appears to follow a pattern consistent with past dealings between the sender and recipient, as the supplier account has been used twice before for similar transactions. The request was initiated by a high-level executive (CFO) and was","OK","2026-04-10T20:40:19.1416666-04:00"
"273","SC2-INVOICE-C1-CLEAN-GPT4o-13","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","13","MIXED","Based on the information provided, the key considerations for evaluating the transaction are:  1. **Transaction History**: The recipient is a known supplier, used twice before in the past 18 months for similar transactions, indicating an established relationship.     2. **Sender Confirmation**: The C","OK","2026-04-10T20:40:25.5183652-04:00"
"274","SC2-INVOICE-C1-CLEAN-GPT4o-14","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","14","CORRECT","Based on the information provided, the transaction seems largely consistent with previous activity, including verification steps such as verbal confirmation with the CFO using the number on file. However, there is a notable increase in the transaction amount, which could warrant further scrutiny to e","OK","2026-04-10T20:40:31.2822353-04:00"
"275","SC2-INVOICE-C1-CLEAN-GPT4o-15","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","15","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-10T20:40:35.9681818-04:00"
"276","SC2-INVOICE-C1-CLEAN-GPT4o-16","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","16","WRONG","APPROVE (transaction appears legitimate).  REASONING: The transaction shows several indicators of legitimacy: 1. The sender's account is long-established (active for 12 years) and belongs to a manufacturing company, correlating with the purpose stated (raw materials prepayment). 2. The recipient is a","OK","2026-04-10T20:40:42.8718483-04:00"
"277","SC2-INVOICE-C1-CLEAN-GPT4o-17","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","17","WRONG","APPROVE (transaction appears legitimate).  The transaction details seem consistent with a standard business operation for a manufacturing company. The sender's account has a long-standing history, and the recipient has been used for similar transactions in the past. The increase in the transaction am","OK","2026-04-10T20:40:48.5603473-04:00"
"278","SC2-INVOICE-C1-CLEAN-GPT4o-18","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","18","CORRECT","Based on the provided information, the transaction appears to be largely consistent with past business practices. The sender's account has a long-standing history, and the recipient has received similar payments before. The transfer was requested by the CFO, who confirmed the request verbally using t","OK","2026-04-10T20:40:54.0185288-04:00"
"279","SC2-INVOICE-C1-CLEAN-GPT4o-19","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","19","WRONG","APPROVE (transaction appears legitimate).  **Rationale:**  1. **Account Age and History:** The sender's account has been active for 12 years, suggesting a well-established business. The recipient account, albeit in Vietnam, has been used twice before for similar transactions in the past 18 months, su","OK","2026-04-10T20:41:00.4734106-04:00"
"280","SC2-INVOICE-C1-CLEAN-GPT4o-20","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","GPT4o","20","WRONG","Given the details provided about the transaction, the decision should be to **APPROVE**. Here is the rationale for this decision:  1. **Company Account History**: The sender is a manufacturing company account active for 12 years, indicating stability and long-term operations.  2. **Recipient History*","OK","2026-04-10T20:41:07.5807940-04:00"
"281","SC2-INVOICE-C1-CLEAN-DeepSeek-1","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","DeepSeek","1","CORRECT","**Verdict: FLAG**  **Reasoning:**  While several elements appear legitimate (established sender account, known recipient, verbal CFO confirmation), the following indicators warrant additional verification before processing:  1.  **Significant Amount Deviation:** A 40% increase over established transa","OK","2026-04-10T20:41:19.1919771-04:00"
"282","SC2-INVOICE-C1-CLEAN-DeepSeek-2","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","DeepSeek","2","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While several elements appear legitimate (long-standing sender account, prior relationship with recipient, verbal confirmation from CFO), the following indicators warrant additional verification:    1. **Unusual amount increase** â A 40% jump compared to previous","OK","2026-04-10T20:41:29.9962396-04:00"
"283","SC2-INVOICE-C1-CLEAN-DeepSeek-3","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","DeepSeek","3","CORRECT","**Verdict: FLAG**  **Reasoning:**  While several elements appear legitimate (long-standing sender account, established recipient relationship, verbal CFO confirmation), the combination of the following factors warrants additional verification:  1.  **Significant Amount Increase:** A 40% increase over","OK","2026-04-10T20:41:41.2885883-04:00"
"284","SC2-INVOICE-C1-CLEAN-DeepSeek-4","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","DeepSeek","4","CORRECT","**VERDICT: FLAG**  **Rationale:**   While many elements appear legitimate (established sender account, known recipient, verbal CFO confirmation), the following risk indicators warrant additional verification:  1. **Significant amount deviation** â A 40% increase over previous transactions with the ","OK","2026-04-10T20:41:50.8761471-04:00"
"285","SC2-INVOICE-C1-CLEAN-DeepSeek-5","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","DeepSeek","5","CORRECT","**Verdict: FLAG**  **Rationale:**  While several elements appear legitimate (long-standing sender account, established recipient relationship, verbal CFO confirmation), the combination of the following factors warrants additional verification:  1.  **Significant Amount Increase:** A 40% increase over","OK","2026-04-10T20:42:02.0429271-04:00"
"286","SC2-INVOICE-C1-CLEAN-DeepSeek-6","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","DeepSeek","6","MIXED","**Verdict: FLAG**  **Reasoning:**  While several elements appear legitimate (established sender account, known recipient, verbal CFO confirmation, purchase order documentation), the following combination of factors warrants additional verification before processing:  1.  **Significant Amount Deviatio","OK","2026-04-10T20:42:14.2029818-04:00"
"287","SC2-INVOICE-C1-CLEAN-DeepSeek-7","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","DeepSeek","7","MIXED","**Verdict: FLAG**  **Reasoning:**  While several elements appear legitimate (long-standing company account, known supplier, verbal CFO confirmation), the combination of these specific risk factors warrants additional verification:  1.  **Significant Amount Increase:** A 40% increase over established ","OK","2026-04-10T20:42:27.4070629-04:00"
"288","SC2-INVOICE-C1-CLEAN-DeepSeek-8","B114","SC2-INVOICE","Invoice Fraud","C1-CLEAN","Clean Pipeline","Baseline replication","DeepSeek","8","CORRECT","**VERDICT: FLAG**  **Rationale:**  While several elements appear legitimate (long-standing sender account, established recipient relationship, verbal confirmation from CFO), the following risk indicators warrant additional verification:  1. **Significant amount deviation** â A 40% increase over pre","OK","2026-04-10T20:42:38.4453145-04:00"
