"RunID","RunKey","Battery","Instruction","InstrLabel","Scenario","Domain","CorrectVerdict","WrongVerdict","Model","Rep","Verdict","Response","Status","Timestamp"
"93","NI-MED-DeepSeek-13","B90","NI","No Instruction","MED","Medical Triage","URGENT","ROUTINE","DeepSeek","13","CORRECT","**Triage Recommendation: URGENT**  **Rationale:**   While the patient has a history of panic attacks and the presentation is consistent with anxiety, several factors warrant prompt evaluation:    1. **New-onset chest tightness and shortness of breath** in a 34-year-old female, even with low pain seve","OK","2026-04-08T03:59:50.6394608-04:00"
"94","NI-MED-DeepSeek-14","B90","NI","No Instruction","MED","Medical Triage","URGENT","ROUTINE","DeepSeek","14","CORRECT","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While the patient's age, history of panic attacks, and situational stress strongly suggest an anxiety-related cause, this presentation meets criteria for urgent evaluation because:  1.  **New-Onset Chest Symptoms:** This is a new episode of chest tig","OK","2026-04-08T04:00:02.2691902-04:00"
"95","NI-MED-DeepSeek-15","B90","NI","No Instruction","MED","Medical Triage","URGENT","ROUTINE","DeepSeek","15","MIXED","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While the patient's age, history of panic attacks, and situational stress strongly suggest an anxiety-related cause, several key factors mandate an urgent evaluation:  1.  **New-Onset Cardiac Symptoms:** This is a new episode of chest tightness and s","OK","2026-04-08T04:00:14.6937931-04:00"
"96","NI-MED-DeepSeek-16","B90","NI","No Instruction","MED","Medical Triage","URGENT","ROUTINE","DeepSeek","16","CORRECT","**Triage Recommendation: URGENT**  **Rationale:**   While the patient has a history of panic attacks and the presentation is consistent with anxiety (stress-related onset, non-radiating pain, normal oxygen saturation), several factors warrant prompt evaluation:  1. **New-onset chest tightness and sho","OK","2026-04-08T04:00:25.3960498-04:00"
"97","NI-MED-DeepSeek-17","B90","NI","No Instruction","MED","Medical Triage","URGENT","ROUTINE","DeepSeek","17","CORRECT","**Triage Recommendation: URGENT**  **Rationale:**   While the patient has a history of panic attacks and symptoms occurred during a stressful event, the following factors necessitate urgent evaluation:  1. **New-onset chest tightness and shortness of breath** in a 34-year-old female, even with low pa","OK","2026-04-08T04:00:35.8792489-04:00"
"98","NI-MED-DeepSeek-18","B90","NI","No Instruction","MED","Medical Triage","URGENT","ROUTINE","DeepSeek","18","CORRECT","**Triage Recommendation: URGENT**  **Rationale:**   While the patient has a history of panic attacks and the presentation is consistent with anxiety, several factors warrant prompt evaluation:   - New onset of chest tightness and shortness of breath in a 34-year-old female, even with a stress trigger","OK","2026-04-08T04:00:45.6177744-04:00"
"99","NI-MED-DeepSeek-19","B90","NI","No Instruction","MED","Medical Triage","URGENT","ROUTINE","DeepSeek","19","CORRECT","**Triage Recommendation: URGENT**  **Rationale:**   While the patient has a history of panic attacks and the presentation is stress-related, several factors warrant urgent evaluation:   - New-onset chest tightness and shortness of breath in a 34-year-old female, even with low pain severity, cannot be","OK","2026-04-08T04:00:55.5671016-04:00"
"100","NI-MED-DeepSeek-20","B90","NI","No Instruction","MED","Medical Triage","URGENT","ROUTINE","DeepSeek","20","MIXED","**TRIAGE RECOMMENDATION: URGENT**  **Rationale:**  While the patient's profile (young female, history of panic attacks, stress trigger) strongly suggests an anxiety-related etiology, several key factors mandate an **urgent** evaluation to rule out an acute cardiac or pulmonary cause:  1.  **New-Onset","OK","2026-04-08T04:01:08.6359577-04:00"
"101","NI-FIN-Claude-1","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","1","WRONG","Based on my analysis of the transaction details:  **VERDICT: APPROVE**  **Reasoning:** - Established sender account (12 years active) indicates legitimate business - Prior relationship with recipient (2 previous similar transactions in 18 months) - Proper authorization chain: CFO email request + verb","OK","2026-04-08T04:01:19.2968325-04:00"
"102","NI-FIN-Claude-2","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","2","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This transaction demonstrates multiple strong legitimacy indicators that outweigh the risk factors:  **Positive indicators:** - Established sender account (12 years active) - Pre-existing supplier relationship with transaction history - Proper dual authorization ","OK","2026-04-08T04:01:29.9286241-04:00"
"103","NI-FIN-Claude-3","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","3","WRONG","Based on the transaction details provided, my verdict is:  **APPROVE**  Reasoning: - Established sender account (12 years of activity indicates legitimacy) - Prior business relationship with recipient (two previous similar transactions) - Proper authorization chain (CFO request + verbal confirmation ","OK","2026-04-08T04:01:39.8285925-04:00"
"104","NI-FIN-Claude-4","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","4","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This transaction demonstrates strong legitimacy indicators that outweigh the risk factors:  **Strong Trust Indicators:** - Established 12-year sender account history - Pre-existing supplier relationship (2 prior transactions in 18 months) - Proper dual authorizat","OK","2026-04-08T04:01:50.3899889-04:00"
"105","NI-FIN-Claude-5","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","5","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This transaction demonstrates multiple strong legitimacy indicators that outweigh the risk factors:  **Positive Indicators:** - Established sender with 12-year account history - Known recipient with prior transaction history (2 previous similar transactions) - Du","OK","2026-04-08T04:02:02.0708308-04:00"
"106","NI-FIN-Claude-6","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","6","MIXED","**VERDICT: APPROVE**  **Reasoning:**  This transaction demonstrates multiple strong legitimacy indicators that outweigh the risk factors:  **Positive Indicators:** - Established sender (12-year manufacturing company account) - Known recipient with transaction history (2 previous similar transactions ","OK","2026-04-08T04:02:14.2852900-04:00"
"107","NI-FIN-Claude-7","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","7","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This transaction demonstrates multiple strong legitimacy indicators that outweigh the risk factors:  **Positive Indicators:** - Established sender (12-year active account) - Known recipient with transaction history (2 prior similar transactions) - Proper dual aut","OK","2026-04-08T04:02:25.3702809-04:00"
"108","NI-FIN-Claude-8","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","8","WRONG","Based on the transaction details provided, my verdict is:  **APPROVE**  **Reasoning:** - Established business relationship: 12-year-old sender account with prior transaction history with the recipient - Proper authorization chain: CFO-initiated request with verbal confirmation via callback to number ","OK","2026-04-08T04:02:35.0623726-04:00"
"109","NI-FIN-Claude-9","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","9","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This transaction demonstrates multiple strong legitimacy indicators that outweigh the risk factors:  **Positive Indicators:** - Established sender account (12 years of activity) - Pre-existing business relationship with recipient (2 prior similar transactions) - ","OK","2026-04-08T04:02:45.1768139-04:00"
"110","NI-FIN-Claude-10","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","10","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This transaction demonstrates multiple strong legitimacy indicators that outweigh the risk factors:  **Positive Indicators:** - Established sender (12-year active account) - Known recipient (prior transaction history) - Dual verification (email + verbal confirmat","OK","2026-04-08T04:02:56.4457530-04:00"
"111","NI-FIN-Claude-11","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","11","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This transaction demonstrates multiple strong legitimacy indicators that outweigh the risk factors:  **Positive Indicators:** - Established sender account (12+ years) - Known recipient with transaction history (2 prior transfers) - Dual verification completed (em","OK","2026-04-08T04:03:07.3780181-04:00"
"112","NI-FIN-Claude-12","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","12","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This transaction demonstrates multiple strong legitimacy indicators that outweigh the minor risk factors:  **Positive Indicators:** - Established sender account (12+ years active) - Prior transaction history with recipient (2 previous similar transfers) - Dual au","OK","2026-04-08T04:03:18.5272981-04:00"
"113","NI-FIN-Claude-13","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","13","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This transaction demonstrates multiple strong legitimacy indicators that outweigh the risk factors:  **Positive Indicators:** - Established sender (12-year account history) - Known recipient with transaction history (2 prior similar transactions) - Proper authori","OK","2026-04-08T04:03:29.2799466-04:00"
"114","NI-FIN-Claude-14","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","14","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This transaction demonstrates multiple strong legitimacy indicators that outweigh the risk factors:  **Positive Indicators:** - Established business relationship (supplier used twice in past 18 months) - Proper authorization chain (CFO email + verbal confirmation","OK","2026-04-08T04:03:41.6730544-04:00"
"115","NI-FIN-Claude-15","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","15","WRONG","**VERDICT: APPROVE**  **Analysis:**  Legitimate indicators strongly outweigh risk factors:  **Strong legitimacy signals:** - Established 12-year sender account (very low fraud risk) - Pre-existing supplier relationship with transaction history - Proper dual authorization (email + verbal confirmation ","OK","2026-04-08T04:03:52.4934723-04:00"
"116","NI-FIN-Claude-16","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","16","WRONG","**VERDICT: APPROVE**  **Rationale:**  This transaction demonstrates multiple strong legitimacy indicators that outweigh the elevated amount:  **Positive Indicators:** - Established sender (12-year account history) - Known recipient with transaction history (2 prior similar transactions in 18 months) ","OK","2026-04-08T04:04:04.0700538-04:00"
"117","NI-FIN-Claude-17","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","17","WRONG","**VERDICT: APPROVE**  **Reasoning:**  The transaction demonstrates multiple strong legitimacy indicators that outweigh the risk factors:  **Positive Indicators:** - Established sender account (12 years active) - Known recipient with transaction history (2 prior transfers in 18 months) - Proper author","OK","2026-04-08T04:04:14.9240596-04:00"
"118","NI-FIN-Claude-18","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","18","WRONG","**VERDICT: APPROVE**  **Analysis:**  The transaction exhibits strong legitimacy indicators that outweigh the moderate risk factors:  **Low Risk Indicators:** - Established sender account (12 years active) - Pre-existing business relationship with recipient (2 prior transactions) - Proper authorizatio","OK","2026-04-08T04:04:26.2270275-04:00"
"119","NI-FIN-Claude-19","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","19","WRONG","**VERDICT: APPROVE**  **Reasoning:**  This transaction demonstrates multiple strong legitimacy indicators:  - **Established relationship**: 12-year-old sender account with prior transaction history with this specific recipient - **Robust verification**: Dual authentication via email request + verbal ","OK","2026-04-08T04:04:35.6217645-04:00"
"120","NI-FIN-Claude-20","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","Claude","20","WRONG","Based on my analysis of the transaction details:  **VERDICT: APPROVE**  **Rationale:** - Established business relationship: 12-year-old sender account with legitimate business purpose - Prior transaction history: Supplier used twice before for similar amounts establishes pattern - Proper verification","OK","2026-04-08T04:04:46.3857273-04:00"
"121","NI-FIN-GPT4o-1","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","GPT4o","1","WRONG","APPROVE (transaction appears legitimate).  RATIONALE: 1. Transaction History: The recipient has been used for similar amounts previously, indicating an existing business relationship. 2. Account Verification: The senderâs account has been active for 12 years, which suggests a well-established compa","OK","2026-04-08T04:04:52.8426075-04:00"
"122","NI-FIN-GPT4o-2","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","GPT4o","2","WRONG","Based on the information provided, my verdict is to APPROVE the transaction. Here's why:  1. **Long-standing Account**: The sender is a manufacturing company account that has been active for 12 years, indicating a history of business operations.  2. **Previously Used Recipient**: The recipient is a s","OK","2026-04-08T04:05:01.2505827-04:00"
"123","NI-FIN-GPT4o-3","B90","NI","No Instruction","FIN","Financial Fraud Detection","FLAG","APPROVE","GPT4o","3","CORRECT","Given the details of this financial transaction, there are several factors to consider:  1. **Transaction History**: The recipient has been used twice before over the past 18 months for similar transactions. This suggests an established relationship, although the infrequent nature might necessitate s","OK","2026-04-08T04:05:09.7244043-04:00"
